correlacao,media_diferenca_nivel,media_diferenca_percentual,desvio_padrao_diferenca,minimo_diferenca,maximo_diferenca
0.7979482278044974,-260.92857142857144,0.44698049871741324,594027.5977971664,-1039285,1174529
