serie,fonte,codigo,observacoes,data_inicial,data_final,media,mediana,desvio_padrao,minimo,maximo
Brasil - Selic acumulada no mês anualizada base 252,BCB/SGS,4189,293,2002-01-01,2026-05-01,11.903276450511946,11.73,4.8170179396435335,1.9,26.32
