nivel_territorial_codigo,nivel_territorial,unidade_de_medida_codigo,unidade_de_medida,valor,brasil_codigo,brasil,variavel_codigo,variavel,periodo,mes,secoes_e_atividades_industriais_cnae_2_0_codigo,secoes_e_atividades_industriais_cnae_2_0,periodo_numerico,data,base,fonte,codigo,grandes_categorias_economicas_codigo,grandes_categorias_economicas,ajuste_sazonal,serie
1,Brasil,30,Número-índice,9770125,1,Brasil,11599,PIMPF - Número-índice (2012=100),201303,março 2013,129314,1 Indústria geral,201303,2013-03-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10182004,1,Brasil,11599,PIMPF - Número-índice (2012=100),201304,abril 2013,129314,1 Indústria geral,201304,2013-04-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10497776,1,Brasil,11599,PIMPF - Número-índice (2012=100),201305,maio 2013,129314,1 Indústria geral,201305,2013-05-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10170192,1,Brasil,11599,PIMPF - Número-índice (2012=100),201306,junho 2013,129314,1 Indústria geral,201306,2013-06-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10802689,1,Brasil,11599,PIMPF - Número-índice (2012=100),201307,julho 2013,129314,1 Indústria geral,201307,2013-07-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,11204481,1,Brasil,11599,PIMPF - Número-índice (2012=100),201308,agosto 2013,129314,1 Indústria geral,201308,2013-08-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10729566,1,Brasil,11599,PIMPF - Número-índice (2012=100),201309,setembro 2013,129314,1 Indústria geral,201309,2013-09-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,11258121,1,Brasil,11599,PIMPF - Número-índice (2012=100),201310,outubro 2013,129314,1 Indústria geral,201310,2013-10-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10614223,1,Brasil,11599,PIMPF - Número-índice (2012=100),201311,novembro 2013,129314,1 Indústria geral,201311,2013-11-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9008429,1,Brasil,11599,PIMPF - Número-índice (2012=100),201312,dezembro 2013,129314,1 Indústria geral,201312,2013-12-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9260558,1,Brasil,11599,PIMPF - Número-índice (2012=100),201401,janeiro 2014,129314,1 Indústria geral,201401,2014-01-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9229120,1,Brasil,11599,PIMPF - Número-índice (2012=100),201402,fevereiro 2014,129314,1 Indústria geral,201402,2014-02-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9729175,1,Brasil,11599,PIMPF - Número-índice (2012=100),201403,março 2014,129314,1 Indústria geral,201403,2014-03-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9602380,1,Brasil,11599,PIMPF - Número-índice (2012=100),201404,abril 2014,129314,1 Indústria geral,201404,2014-04-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10171577,1,Brasil,11599,PIMPF - Número-índice (2012=100),201405,maio 2014,129314,1 Indústria geral,201405,2014-05-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9491935,1,Brasil,11599,PIMPF - Número-índice (2012=100),201406,junho 2014,129314,1 Indústria geral,201406,2014-06-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10443759,1,Brasil,11599,PIMPF - Número-índice (2012=100),201407,julho 2014,129314,1 Indústria geral,201407,2014-07-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10634208,1,Brasil,11599,PIMPF - Número-índice (2012=100),201408,agosto 2014,129314,1 Indústria geral,201408,2014-08-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10561239,1,Brasil,11599,PIMPF - Número-índice (2012=100),201409,setembro 2014,129314,1 Indústria geral,201409,2014-09-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,10926309,1,Brasil,11599,PIMPF - Número-índice (2012=100),201410,outubro 2014,129314,1 Indústria geral,201410,2014-10-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9979190,1,Brasil,11599,PIMPF - Número-índice (2012=100),201411,novembro 2014,129314,1 Indústria geral,201411,2014-11-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8771356,1,Brasil,11599,PIMPF - Número-índice (2012=100),201412,dezembro 2014,129314,1 Indústria geral,201412,2014-12-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8809942,1,Brasil,11599,PIMPF - Número-índice (2012=100),201501,janeiro 2015,129314,1 Indústria geral,201501,2015-01-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8372994,1,Brasil,11599,PIMPF - Número-índice (2012=100),201502,fevereiro 2015,129314,1 Indústria geral,201502,2015-02-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9433358,1,Brasil,11599,PIMPF - Número-índice (2012=100),201503,março 2015,129314,1 Indústria geral,201503,2015-03-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8882854,1,Brasil,11599,PIMPF - Número-índice (2012=100),201504,abril 2015,129314,1 Indústria geral,201504,2015-04-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9306066,1,Brasil,11599,PIMPF - Número-índice (2012=100),201505,maio 2015,129314,1 Indústria geral,201505,2015-05-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9249449,1,Brasil,11599,PIMPF - Número-índice (2012=100),201506,junho 2015,129314,1 Indústria geral,201506,2015-06-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9546492,1,Brasil,11599,PIMPF - Número-índice (2012=100),201507,julho 2015,129314,1 Indústria geral,201507,2015-07-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9759936,1,Brasil,11599,PIMPF - Número-índice (2012=100),201508,agosto 2015,129314,1 Indústria geral,201508,2015-08-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9431930,1,Brasil,11599,PIMPF - Número-índice (2012=100),201509,setembro 2015,129314,1 Indústria geral,201509,2015-09-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9724437,1,Brasil,11599,PIMPF - Número-índice (2012=100),201510,outubro 2015,129314,1 Indústria geral,201510,2015-10-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8755042,1,Brasil,11599,PIMPF - Número-índice (2012=100),201511,novembro 2015,129314,1 Indústria geral,201511,2015-11-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,7720882,1,Brasil,11599,PIMPF - Número-índice (2012=100),201512,dezembro 2015,129314,1 Indústria geral,201512,2015-12-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,7626787,1,Brasil,11599,PIMPF - Número-índice (2012=100),201601,janeiro 2016,129314,1 Indústria geral,201601,2016-01-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,7582159,1,Brasil,11599,PIMPF - Número-índice (2012=100),201602,fevereiro 2016,129314,1 Indústria geral,201602,2016-02-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8368427,1,Brasil,11599,PIMPF - Número-índice (2012=100),201603,março 2016,129314,1 Indústria geral,201603,2016-03-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8300607,1,Brasil,11599,PIMPF - Número-índice (2012=100),201604,abril 2016,129314,1 Indústria geral,201604,2016-04-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8625200,1,Brasil,11599,PIMPF - Número-índice (2012=100),201605,maio 2016,129314,1 Indústria geral,201605,2016-05-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8765867,1,Brasil,11599,PIMPF - Número-índice (2012=100),201606,junho 2016,129314,1 Indústria geral,201606,2016-06-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8961651,1,Brasil,11599,PIMPF - Número-índice (2012=100),201607,julho 2016,129314,1 Indústria geral,201607,2016-07-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9299840,1,Brasil,11599,PIMPF - Número-índice (2012=100),201608,agosto 2016,129314,1 Indústria geral,201608,2016-08-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9066500,1,Brasil,11599,PIMPF - Número-índice (2012=100),201609,setembro 2016,129314,1 Indústria geral,201609,2016-09-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9017190,1,Brasil,11599,PIMPF - Número-índice (2012=100),201610,outubro 2016,129314,1 Indústria geral,201610,2016-10-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8647462,1,Brasil,11599,PIMPF - Número-índice (2012=100),201611,novembro 2016,129314,1 Indústria geral,201611,2016-11-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,7723473,1,Brasil,11599,PIMPF - Número-índice (2012=100),201612,dezembro 2016,129314,1 Indústria geral,201612,2016-12-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,7788641,1,Brasil,11599,PIMPF - Número-índice (2012=100),201701,janeiro 2017,129314,1 Indústria geral,201701,2017-01-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,7586999,1,Brasil,11599,PIMPF - Número-índice (2012=100),201702,fevereiro 2017,129314,1 Indústria geral,201702,2017-02-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8542950,1,Brasil,11599,PIMPF - Número-índice (2012=100),201703,março 2017,129314,1 Indústria geral,201703,2017-03-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,7930999,1,Brasil,11599,PIMPF - Número-índice (2012=100),201704,abril 2017,129314,1 Indústria geral,201704,2017-04-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9012680,1,Brasil,11599,PIMPF - Número-índice (2012=100),201705,maio 2017,129314,1 Indústria geral,201705,2017-05-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8844649,1,Brasil,11599,PIMPF - Número-índice (2012=100),201706,junho 2017,129314,1 Indústria geral,201706,2017-06-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9211994,1,Brasil,11599,PIMPF - Número-índice (2012=100),201707,julho 2017,129314,1 Indústria geral,201707,2017-07-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9666195,1,Brasil,11599,PIMPF - Número-índice (2012=100),201708,agosto 2017,129314,1 Indústria geral,201708,2017-08-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9297887,1,Brasil,11599,PIMPF - Número-índice (2012=100),201709,setembro 2017,129314,1 Indústria geral,201709,2017-09-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9514998,1,Brasil,11599,PIMPF - Número-índice (2012=100),201710,outubro 2017,129314,1 Indústria geral,201710,2017-10-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9060241,1,Brasil,11599,PIMPF - Número-índice (2012=100),201711,novembro 2017,129314,1 Indústria geral,201711,2017-11-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8100319,1,Brasil,11599,PIMPF - Número-índice (2012=100),201712,dezembro 2017,129314,1 Indústria geral,201712,2017-12-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8225341,1,Brasil,11599,PIMPF - Número-índice (2012=100),201801,janeiro 2018,129314,1 Indústria geral,201801,2018-01-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,7726940,1,Brasil,11599,PIMPF - Número-índice (2012=100),201802,fevereiro 2018,129314,1 Indústria geral,201802,2018-02-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8624128,1,Brasil,11599,PIMPF - Número-índice (2012=100),201803,março 2018,129314,1 Indústria geral,201803,2018-03-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8648046,1,Brasil,11599,PIMPF - Número-índice (2012=100),201804,abril 2018,129314,1 Indústria geral,201804,2018-04-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8440680,1,Brasil,11599,PIMPF - Número-índice (2012=100),201805,maio 2018,129314,1 Indústria geral,201805,2018-05-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9105073,1,Brasil,11599,PIMPF - Número-índice (2012=100),201806,junho 2018,129314,1 Indústria geral,201806,2018-06-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9578511,1,Brasil,11599,PIMPF - Número-índice (2012=100),201807,julho 2018,129314,1 Indústria geral,201807,2018-07-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9822417,1,Brasil,11599,PIMPF - Número-índice (2012=100),201808,agosto 2018,129314,1 Indústria geral,201808,2018-08-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9073505,1,Brasil,11599,PIMPF - Número-índice (2012=100),201809,setembro 2018,129314,1 Indústria geral,201809,2018-09-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9578202,1,Brasil,11599,PIMPF - Número-índice (2012=100),201810,outubro 2018,129314,1 Indústria geral,201810,2018-10-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8948815,1,Brasil,11599,PIMPF - Número-índice (2012=100),201811,novembro 2018,129314,1 Indústria geral,201811,2018-11-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,7795478,1,Brasil,11599,PIMPF - Número-índice (2012=100),201812,dezembro 2018,129314,1 Indústria geral,201812,2018-12-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8068492,1,Brasil,11599,PIMPF - Número-índice (2012=100),201901,janeiro 2019,129314,1 Indústria geral,201901,2019-01-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,7907925,1,Brasil,11599,PIMPF - Número-índice (2012=100),201902,fevereiro 2019,129314,1 Indústria geral,201902,2019-02-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8100541,1,Brasil,11599,PIMPF - Número-índice (2012=100),201903,março 2019,129314,1 Indústria geral,201903,2019-03-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8334800,1,Brasil,11599,PIMPF - Número-índice (2012=100),201904,abril 2019,129314,1 Indústria geral,201904,2019-04-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9099380,1,Brasil,11599,PIMPF - Número-índice (2012=100),201905,maio 2019,129314,1 Indústria geral,201905,2019-05-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8580427,1,Brasil,11599,PIMPF - Número-índice (2012=100),201906,junho 2019,129314,1 Indústria geral,201906,2019-06-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9343811,1,Brasil,11599,PIMPF - Número-índice (2012=100),201907,julho 2019,129314,1 Indústria geral,201907,2019-07-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9620916,1,Brasil,11599,PIMPF - Número-índice (2012=100),201908,agosto 2019,129314,1 Indústria geral,201908,2019-08-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9177385,1,Brasil,11599,PIMPF - Número-índice (2012=100),201909,setembro 2019,129314,1 Indústria geral,201909,2019-09-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9702484,1,Brasil,11599,PIMPF - Número-índice (2012=100),201910,outubro 2019,129314,1 Indústria geral,201910,2019-10-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8796635,1,Brasil,11599,PIMPF - Número-índice (2012=100),201911,novembro 2019,129314,1 Indústria geral,201911,2019-11-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,7693330,1,Brasil,11599,PIMPF - Número-índice (2012=100),201912,dezembro 2019,129314,1 Indústria geral,201912,2019-12-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,8002397,1,Brasil,11599,PIMPF - Número-índice (2012=100),202001,janeiro 2020,129314,1 Indústria geral,202001,2020-01-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,7886411,1,Brasil,11599,PIMPF - Número-índice (2012=100),202002,fevereiro 2020,129314,1 Indústria geral,202002,2020-02-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,7788536,1,Brasil,11599,PIMPF - Número-índice (2012=100),202003,março 2020,129314,1 Indústria geral,202003,2020-03-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,6028160,1,Brasil,11599,PIMPF - Número-índice (2012=100),202004,abril 2020,129314,1 Indústria geral,202004,2020-04-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,7117081,1,Brasil,11599,PIMPF - Número-índice (2012=100),202005,maio 2020,129314,1 Indústria geral,202005,2020-05-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,7838194,1,Brasil,11599,PIMPF - Número-índice (2012=100),202006,junho 2020,129314,1 Indústria geral,202006,2020-06-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9099252,1,Brasil,11599,PIMPF - Número-índice (2012=100),202007,julho 2020,129314,1 Indústria geral,202007,2020-07-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9389506,1,Brasil,11599,PIMPF - Número-índice (2012=100),202008,agosto 2020,129314,1 Indústria geral,202008,2020-08-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
1,Brasil,30,Número-índice,9536661,1,Brasil,11599,PIMPF - Número-índice (2012=100),202009,setembro 2020,129314,1 Indústria geral,202009,2020-09-01,Brasil - Produção industrial por setores,IBGE/SIDRA,8159,NA,NA,Não ajustada sazonalmente,Brasil - Produção industrial - Não ajustada sazonalmente
