data,valor,serie,fonte,codigo,ajuste_sazonal,variavel,base
2014-02-01,9229120,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2014-03-01,9729175,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2014-04-01,9602380,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2014-05-01,10171577,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2014-06-01,9491935,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2014-07-01,10443759,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2014-08-01,10634208,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2014-09-01,10561239,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2014-10-01,10926309,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2014-11-01,9979190,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2014-12-01,8771356,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2015-01-01,8809942,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2015-02-01,8372994,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2015-03-01,9433358,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2015-04-01,8882854,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2015-05-01,9306066,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2015-06-01,9249449,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2015-07-01,9546492,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2015-08-01,9759936,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2015-09-01,9431930,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2015-10-01,9724437,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2015-11-01,8755042,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2015-12-01,7720882,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2016-01-01,7626787,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2016-02-01,7582159,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2016-03-01,8368427,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2016-04-01,8300607,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2016-05-01,8625200,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2016-06-01,8765867,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2016-07-01,8961651,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2016-08-01,9299840,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2016-09-01,9066500,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2016-10-01,9017190,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2016-11-01,8647462,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2016-12-01,7723473,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2017-01-01,7788641,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2017-02-01,7586999,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2017-03-01,8542950,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2017-04-01,7930999,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2017-05-01,9012680,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2017-06-01,8844649,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2017-07-01,9211994,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2017-08-01,9666195,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2017-09-01,9297887,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2017-10-01,9514998,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2017-11-01,9060241,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2017-12-01,8100319,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2018-01-01,8225341,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2018-02-01,7726940,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2018-03-01,8624128,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2018-04-01,8648046,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2018-05-01,8440680,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2018-06-01,9105073,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2018-07-01,9578511,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2018-08-01,9822417,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2018-09-01,9073505,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2018-10-01,9578202,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2018-11-01,8948815,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2018-12-01,7795478,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2019-01-01,8068492,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2019-02-01,7907925,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2019-03-01,8100541,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2019-04-01,8334800,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2019-05-01,9099380,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2019-06-01,8580427,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2019-07-01,9343811,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2019-08-01,9620916,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2019-09-01,9177385,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2019-10-01,9702484,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2019-11-01,8796635,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2019-12-01,7693330,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2020-01-01,8002397,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2020-02-01,7886411,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2020-03-01,7788536,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2020-04-01,6028160,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2020-05-01,7117081,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2020-06-01,7838194,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2020-07-01,9099252,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2020-08-01,9389506,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2020-09-01,9536661,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2020-10-01,9733818,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2020-11-01,9022049,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2020-12-01,8333077,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2021-01-01,8191081,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2021-02-01,7908065,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2021-03-01,8608644,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2021-04-01,8128537,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2021-05-01,8835398,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2021-06-01,8788624,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2021-07-01,9227960,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2021-08-01,9337744,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2021-09-01,9148660,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2021-10-01,8973454,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2021-11-01,8629316,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2021-12-01,7920526,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2022-01-01,7592695,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2022-02-01,7587402,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2022-03-01,8449285,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2022-04-01,8088910,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2022-05-01,8883537,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2022-06-01,8751774,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2022-07-01,9195659,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2022-08-01,9595352,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2022-09-01,9181049,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2022-10-01,9126549,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2022-11-01,8703596,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2022-12-01,7821171,Brasil - Produção industrial - Não ajustada sazonalmente,IBGE/SIDRA,8159,Não ajustada sazonalmente,PIMPF - Número-índice (2012=100),Brasil - Produção industrial por setores
2002-01-01,7787338,Brasil - Produção industrial - Ajustada sazonalmente,IBGE/SIDRA,8159,Ajustada sazonalmente,PIMPF - Número-índice com ajuste sazonal (2012=100),Brasil - Produção industrial por setores
2002-02-01,7980332,Brasil - Produção industrial - Ajustada sazonalmente,IBGE/SIDRA,8159,Ajustada sazonalmente,PIMPF - Número-índice com ajuste sazonal (2012=100),Brasil - Produção industrial por setores
2002-03-01,7930592,Brasil - Produção industrial - Ajustada sazonalmente,IBGE/SIDRA,8159,Ajustada sazonalmente,PIMPF - Número-índice com ajuste sazonal (2012=100),Brasil - Produção industrial por setores
2002-04-01,7939795,Brasil - Produção industrial - Ajustada sazonalmente,IBGE/SIDRA,8159,Ajustada sazonalmente,PIMPF - Número-índice com ajuste sazonal (2012=100),Brasil - Produção industrial por setores
2002-05-01,7936153,Brasil - Produção industrial - Ajustada sazonalmente,IBGE/SIDRA,8159,Ajustada sazonalmente,PIMPF - Número-índice com ajuste sazonal (2012=100),Brasil - Produção industrial por setores
2002-06-01,7973360,Brasil - Produção industrial - Ajustada sazonalmente,IBGE/SIDRA,8159,Ajustada sazonalmente,PIMPF - Número-índice com ajuste sazonal (2012=100),Brasil - Produção industrial por setores
2002-07-01,7994745,Brasil - Produção industrial - Ajustada sazonalmente,IBGE/SIDRA,8159,Ajustada sazonalmente,PIMPF - Número-índice com ajuste sazonal (2012=100),Brasil - Produção industrial por setores
2002-08-01,7912077,Brasil - Produção industrial - Ajustada sazonalmente,IBGE/SIDRA,8159,Ajustada sazonalmente,PIMPF - Número-índice com ajuste sazonal (2012=100),Brasil - Produção industrial por setores
2002-09-01,7962152,Brasil - Produção industrial - Ajustada sazonalmente,IBGE/SIDRA,8159,Ajustada sazonalmente,PIMPF - Número-índice com ajuste sazonal (2012=100),Brasil - Produção industrial por setores
2002-10-01,7988912,Brasil - Produção industrial - Ajustada sazonalmente,IBGE/SIDRA,8159,Ajustada sazonalmente,PIMPF - Número-índice com ajuste sazonal (2012=100),Brasil - Produção industrial por setores
2002-11-01,7989551,Brasil - Produção industrial - Ajustada sazonalmente,IBGE/SIDRA,8159,Ajustada sazonalmente,PIMPF - Número-índice com ajuste sazonal (2012=100),Brasil - Produção industrial por setores
2002-12-01,7967386,Brasil - Produção industrial - Ajustada sazonalmente,IBGE/SIDRA,8159,Ajustada sazonalmente,PIMPF - Número-índice com ajuste sazonal (2012=100),Brasil - Produção industrial por setores
2003-01-01,7979409,Brasil - Produção industrial - Ajustada sazonalmente,IBGE/SIDRA,8159,Ajustada sazonalmente,PIMPF - Número-índice com ajuste sazonal (2012=100),Brasil - Produção industrial por setores
2003-02-01,7950220,Brasil - Produção industrial - Ajustada sazonalmente,IBGE/SIDRA,8159,Ajustada sazonalmente,PIMPF - Número-índice com ajuste sazonal (2012=100),Brasil - Produção industrial por setores
2003-03-01,7942551,Brasil - Produção industrial - Ajustada sazonalmente,IBGE/SIDRA,8159,Ajustada sazonalmente,PIMPF - Número-índice com ajuste sazonal (2012=100),Brasil - Produção industrial por setores
2003-04-01,7923244,Brasil - Produção industrial - Ajustada sazonalmente,IBGE/SIDRA,8159,Ajustada sazonalmente,PIMPF - Número-índice com ajuste sazonal (2012=100),Brasil - Produção industrial por setores
2003-05-01,7805399,Brasil - Produção industrial - Ajustada sazonalmente,IBGE/SIDRA,8159,Ajustada sazonalmente,PIMPF - Número-índice com ajuste sazonal (2012=100),Brasil - Produção industrial por setores
2003-06-01,7837833,Brasil - Produção industrial - Ajustada sazonalmente,IBGE/SIDRA,8159,Ajustada sazonalmente,PIMPF - Número-índice com ajuste sazonal (2012=100),Brasil - Produção industrial por setores
2003-07-01,7768594,Brasil - Produção industrial - Ajustada sazonalmente,IBGE/SIDRA,8159,Ajustada sazonalmente,PIMPF - Número-índice com ajuste sazonal (2012=100),Brasil - Produção industrial por setores
2003-08-01,7886944,Brasil - Produção industrial - Ajustada sazonalmente,IBGE/SIDRA,8159,Ajustada sazonalmente,PIMPF - Número-índice com ajuste sazonal (2012=100),Brasil - Produção industrial por setores
2003-09-01,8116714,Brasil - Produção industrial - Ajustada sazonalmente,IBGE/SIDRA,8159,Ajustada sazonalmente,PIMPF - Número-índice com ajuste sazonal (2012=100),Brasil - Produção industrial por setores
2003-10-01,8140657,Brasil - Produção industrial - Ajustada sazonalmente,IBGE/SIDRA,8159,Ajustada sazonalmente,PIMPF - Número-índice com ajuste sazonal (2012=100),Brasil - Produção industrial por setores
2003-11-01,8249603,Brasil - Produção industrial - Ajustada sazonalmente,IBGE/SIDRA,8159,Ajustada sazonalmente,PIMPF - Número-índice com ajuste sazonal (2012=100),Brasil - Produção industrial por setores
2003-12-01,8123962,Brasil - Produção industrial - Ajustada sazonalmente,IBGE/SIDRA,8159,Ajustada sazonalmente,PIMPF - Número-índice com ajuste sazonal (2012=100),Brasil - Produção industrial por setores
2004-01-01,8268161,Brasil - Produção industrial - Ajustada sazonalmente,IBGE/SIDRA,8159,Ajustada sazonalmente,PIMPF - Número-índice com ajuste sazonal (2012=100),Brasil - Produção industrial por setores
2004-02-01,8400708,Brasil - Produção industrial - Ajustada sazonalmente,IBGE/SIDRA,8159,Ajustada sazonalmente,PIMPF - Número-índice com ajuste sazonal (2012=100),Brasil - Produção industrial por setores
2004-03-01,8440682,Brasil - Produção industrial - Ajustada sazonalmente,IBGE/SIDRA,8159,Ajustada sazonalmente,PIMPF - Número-índice com ajuste sazonal (2012=100),Brasil - Produção industrial por setores
2004-04-01,8507814,Brasil - Produção industrial - Ajustada sazonalmente,IBGE/SIDRA,8159,Ajustada sazonalmente,PIMPF - Número-índice com ajuste sazonal (2012=100),Brasil - Produção industrial por setores
2004-05-01,8598882,Brasil - Produção industrial - Ajustada sazonalmente,IBGE/SIDRA,8159,Ajustada sazonalmente,PIMPF - Número-índice com ajuste sazonal (2012=100),Brasil - Produção industrial por setores
2004-06-01,8619628,Brasil - Produção industrial - Ajustada sazonalmente,IBGE/SIDRA,8159,Ajustada sazonalmente,PIMPF - Número-índice com ajuste sazonal (2012=100),Brasil - Produção industrial por setores
2004-07-01,8680077,Brasil - Produção industrial - Ajustada sazonalmente,IBGE/SIDRA,8159,Ajustada sazonalmente,PIMPF - Número-índice com ajuste sazonal (2012=100),Brasil - Produção industrial por setores
2004-08-01,8774739,Brasil - Produção industrial - Ajustada sazonalmente,IBGE/SIDRA,8159,Ajustada sazonalmente,PIMPF - Número-índice com ajuste sazonal (2012=100),Brasil - Produção industrial por setores
2004-09-01,8817670,Brasil - Produção industrial - Ajustada sazonalmente,IBGE/SIDRA,8159,Ajustada sazonalmente,PIMPF - Número-índice com ajuste sazonal (2012=100),Brasil - Produção industrial por setores
2004-10-01,8765520,Brasil - Produção industrial - Ajustada sazonalmente,IBGE/SIDRA,8159,Ajustada sazonalmente,PIMPF - Número-índice com ajuste sazonal (2012=100),Brasil - Produção industrial por setores
2004-11-01,8758561,Brasil - Produção industrial - Ajustada sazonalmente,IBGE/SIDRA,8159,Ajustada sazonalmente,PIMPF - Número-índice com ajuste sazonal (2012=100),Brasil - Produção industrial por setores
2004-12-01,8815408,Brasil - Produção industrial - Ajustada sazonalmente,IBGE/SIDRA,8159,Ajustada sazonalmente,PIMPF - Número-índice com ajuste sazonal (2012=100),Brasil - Produção industrial por setores
2005-01-01,8865074,Brasil - Produção industrial - Ajustada sazonalmente,IBGE/SIDRA,8159,Ajustada sazonalmente,PIMPF - Número-índice com ajuste sazonal (2012=100),Brasil - Produção industrial por setores
