pais,n_obs,periodo_inicial,periodo_final,correlacao,media_diff,dp_diff,min_diff,max_diff,yoy_media_sa,yoy_media_nsa
Brasil,252,2002-01,2022-12,0.7979482278044975,-0.0026092857142862675,5.940275977971664,-10.392849999999996,11.745289999999997,0.6193057519108955,0.6373706745710764
